text,gender
"Multi Grammy Winning Artist and WETV Star Tina Campbell's ""An Evening with Tina Campbel... https://t.co/VrfVqY2ZC2 https://t.co/0VArarxKmf",female
Put it on your jacket or backpack to remind you to always BE BRAVE. Meet this monster and more in #shiveringsnivels https://t.co/0IzFQ7afOx,female
Tutelage next to chemicals and then the dangers speaking of duplicity chemicals: WqZELanuL,male
@batman94dean oh damn lol I saw them at warped I wanna go but I work tomorrow at 6 in the morning,female
"I need your guys help with this! Please vote for me for best @taylorcaniff fan and tag #CelebMixFOTY , thank you sm  https://t.co/rHyBxHo1YH",female
also f(x)'s new mv is out and i'm going to actually set myself on fire i love it!!!! i loVE IT,female
It b the ugly friend that hate with the girl who don't like you. Guhhhhh stop you know I'm dumb poppin don't lie to her,female
"@OneAndOnlyCFC their foundation is solid, they will be back in few years. We will take more than that when and if it happens",male
I thought the @lithespeed theme @ #AgileDC was spooky not smart and beautiful ladies as it seem to be :-) https://t.co/lpirpIhLGn,male
Emily said my outfit makes me look like a dystopian TV show hero and if that's not my aesthetic I don't know what it,female
"@CBCSaskatoon  Nope.  The air we breath, the sun, our own hormones are all potentially carcinogenic.  Moderation is key to everything!!!",female
@_TumejorSonris @webcamfamosas @oxfootpantyhose @seksiseda @verovvp Are you its beautilful Top sexy ever days and tims Hot nice. ...,male
"""I hated her so much it was like f...f...flames on the side of my face? Heaving...heaving breathes.""",male
All the female staff looking fab in evening dresses @EmpireWigan #bond #spectre,female
I had a dream that I rescued a rabbit and a capybara from a stray dog and they were like my sidekicks afterwards,male
Marquei como visto The Walking Dead - 6x1 - First Time Again https://t.co/PUNFNzYL6E #bancodeseries,female
The (rather thin) analysis of the federal election outcome from John Baird and his new colleagues at Bennett Jones. https://t.co/mhjicKravz,male
And...under the category of WTF??!??! https://t.co/eW510Nb3k4,female
This is the greatest picture on the Internet https://t.co/8x9D2k06Y0,male
@Franklin_Graham @FatherRosica @austeni  @GaetaSusan Lets look at four historians that live at the time of Christ our Lord and beyond,male
How do you get holy water? Boil the hell out of it. #joke #lol #funny #LMAO #LaughMyAppOff  https://t.co/5f3YAhegUH https://t.co/gSME1elf70,female
I'm turnin into a nigga that thinks about money and women Like 24/7,male
I posted a tongue-in-cheek tweet and now someone had guessed one of the people who asked to endorse my new book and they've won a copy...,male
"things heard at west high: ""I got detention for putting a tampon on the teachers desk""",female
@ydnkm You must attempt communication via GTS vocabulary and slap signals.,male
Listen Now To Episode 3! It's Real! Melbourne Real Podcast EP3 https://t.co/Uj7t6JOhIp @JackThe_Bear Subscribe and Retweet Please #podcast,male
@KopiteTweets @JamesSarfas i never followed in the first place pal,male
I explained the origins of the meme and how MJ deserved it for being super douchey lol https://t.co/BR2GYKkCG5,female
"But the price is Rm220, worth it or not?",male
@AdrianWallingto @pws63 @johnford1801 Cycling goal #2016 - When the #Charity send me there largest branded shirt it actually fits _Ù÷ #nojoke,male
"@kmillermaster And goes towards the door. ""..'m sorry.. I forgot about you and Snake..""",female
The saddest thing is to watch someone you love turn into everything you hate ...,female
"@249542e279d24cf @daily_politics @BBCPolitics The see through it, too stupid and lazy  to stop it though https://t.co/sXYKHH1oy4",male
my ex gave the best morning text or maybe i just got so use to them,female
"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",male
the greatest? _ÙÔÛ,female
Finally got my new glasses... I can see again!! Also im that bit safer on the roads at night now too haha,male
@kel_kel18  lmfao that and the Chinese food at the Oviedo mall. Everything else is basically useless_Ù÷__Ù÷__Ù÷__Ù÷_,male
"NO ONE EVER WANTS TO GO BACKWARDS? BUT THIS ABOUT SAVING OUR USA realDonaldTrump 

#WhyImNotVotingForHillary 

 Û_ Û_ https://t.co/5IV46WvPMc",male
"DOBBIAMO VOTARE I RAGAZZI 
@onedirection Artist Of The Year #AMAs",male
Kenna pass class captain dude is the principal _Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â,male
"@Harry_Styles
your beautiful voice never
fails to amaze me. i'm so
excited for the new album
mind following me please?
I love you_ÙÄ_Ùâ_ÙÛÓ171.062",male
"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",male
broher and sister teen sex scandal https://t.co/VmExhdR2jj https://t.co/fSNeadgnTl,female
ican turn from side to side in this damn bed w/o havin to sit all the way up!,female
The only difference between a rich person and poor person is how they use their time. - Robert Kiyosaki,female
Gonna be real funny when it's ur blood on the ground and not my tea,male
@TinieTempah where is your long coat from that you wear in your new video with Katy b  ??? Loooove it and the song is A maze in _Ù÷ã_Ù_á_Ù___Ù___Ù_¦_Ù_µ_Ù__,male
Looks like the Lords have delayed the moronic #taxcredits legislation for a while.,male
@conncarroll Well Obviously Head Start is failing because it doesn't have all the money in the world. Tet. Fix that and save the children.,male
"""The author must have endured much trial, error, blood sweat and tears to fine tune the techniques"" https://t.co/wt7IRvb93E   #TwitterAd",male
#EMÌ÷TIÌ÷NALRÌ÷ADSHÌ÷W I might be attending it and I'm dying inside,male
@TipsScales @IWasAYoungBoy So you avoided it completely and then cried in the bathroom,female
@PaulSFarmer Not undermined by loss of tax credits &amp; not being given the so-called 'living wage'?,male
"To all the people who shit talked crocs and now suddenly have a pair, rot in hell. That is all.",female
ÛÏ9 Essential Questions to Choose a Business Idea with Big Potential (and Great Personal Fit)Û @CorbettBarr  https://t.co/y0lAty2qg2 #startuÛ_,male
Peers vote to delay tax credit cuts and to protect those who lose out - Politics live https://t.co/Weo84AcQIp,female
Ss are observing the class tree in the fall.  #palmsrocks https://t.co/hTfDc5jyBO,female
Louise Lyndon &amp; 'Of Love and Betrayal' @LouiseLyndon1 @GoddessFish #HistoricalRomance https://t.co/mfQS0OxGFX via @CRMoss,female
@tonyagolini right. IMO Jim Calhoun was the GAWD. 3 titles and was never mentioned as the best.,male
"Where My OGs At????

Tag your Goddess sisters and let the SHINE SHARING begin!!!

Momma Goddess wantsÛ_ https://t.co/JYZHolQ5IK",female
"@kkundra Yeah! A #King should never sit easy! You're destined to rule #MrHandsome And everything comes with a price, sigh! Take care! _Ù÷÷_Ù÷÷_Ù÷÷",female
ME AND I HAVENT EVEN WATCHED IT https://t.co/eHYEZ9T99p,female
@ice_breaker3000 it will be too late when Romo and Dez come back,male
"Without peace ""@Jerusalem_Post: Big quake in Afghanistan and Pakistan kills over 200 https://t.co/8MLGjgPDtR #BreakingNews""",male
"Big treat from tomorrow, some precious time off with the family for a few nights of total relaxation  @TheNewcastleMal",male
My experiences with humans has left me so distrustful that you can tell me a gate is black and I'd feel the need to walk up/make sure it is.,female
@stemcellpodcast let me know if you are interested in guest posting for the Addgene blog. Might be good PR for your excellent podcast!,female
everyone is all bundled up and here I am wearing shorts. refusing to give up my shorts for the rest of the year,female
"Y'know sometimes using adhoc methods to get around the Uni system can be good. But when classes get big, just no.",male
"Oh it's u
@onedirection Artist Of the year #AMAs
@onedirection Favorite Duo or Group - Pop/Rock #AMAs",male
"Drake missed his chance of getting a #1, Hello will take it this week and Flesh without Blood the next",female
"Cause you know I love the players, and you love the game _Ù_¦",female
"I imagine Louis ass tastes like a corn muffin. Soft, fluffy and sweet",male
Maybe you edit your skin ÛÓ And if I did what's it do with you hahahaha https://t.co/cdC6KiQYEs,female
"@yagurlaileen lol what you mean not text back, your the one that never texted me back",male
@iampoojabalaji The day after his wedding anniversary... Sucks to suck,female
@angelahpersonal I got the simpsons on,male
I'm tired of coughing and having a sore throat _Ù÷Ç,female
"You Really Would Love To Visit These Extremely Captivating, Mind-Blogging And Perfectly Designed Bridges After Seeing These Pictures",female
Sochaux's @Jong22_ and Valenciennes' @PSlidja both in the France Football team of the week - two young Ligue 2 players with big futures,male
The mining married love as for online tissue stores inflowing latter years: nGl,male
ASU does the f.ckin most _Ù÷Õ,female
@AlexCaxton  yimu and you are single @35,female
"So that's me, my mum and my Gran booked in to see the new James Bond film. I don't like James Bond.",female
Yea ill send you the invite. You have the same #? https://t.co/WTmiLbXyYE,female
@US_SEGL Peaceful protesters are killed daily in#Burundi by police and Militia. Surely one needs intent on both part for Dialogue #AskUSSEGL,male
I got an A on my Business Law exam that I didn't study for at all. _Ù÷__Ù÷_ I literally didn't study ANYTHING! Im so confused and happy. lol,female
What do you think people think of you? ÛÓ They I'm said I'm smart and funny https://t.co/dW0UQKd5Mt,female
"The 3 C's of life: choice, chance and change. You must make a choice to take a chance or your life will never change.",male
Hey I Just voted for @onedirection for #ArtistOfTheYear Go Here https://t.co/g7keeRq593 and vote for your favorite!  #AMAs #OneDirection,female
"Gala Bingo clubs bought for å£241m: The UK's largest High Street bingo operator, Gala, is being taken over byÛ_ https://t.co/XprInke1m2",male
I've entered the å£169 Black Diamond Knife Block &amp; Knife Collection Giveaway at @foodiequine blog. Enter and #win at https://t.co/rmwrLCZsQl,female
leave my bitch alone b4 i hunt you down and kill u (not a sub) lol,male
nothing was the same _ÙÎÎ.,male
Be the best #Dad you can be. #TalkRadio Live now:  https://t.co/MD3Z39dOqP   Chained No More also on #Itunes,female
Loss of big animals and their poo has transformed Earth: study: Restoring the populations of large mammals and... https://t.co/trFZezpt2C,male
@KardeemH can't wait to come home soon and see y'all! _ÙÕ¥,female
I liked a @YouTube video from @trevschan2 https://t.co/ehw2II9zns The Walking Dead Season 6 Episode 3 Û÷Thank YouÛª Reaction! ÛÒ,male
This is and has to be illegal. #Savage  https://t.co/FbVQMYIP9u,female
What the actual fuck is this  https://t.co/Wb8DIH9kVS,female
#WhyImNotVotingForHillary HillaryClinton #Benghazi FOUR #AMERICANS DIED #WhatDifferenceDoesItMake  Û_ https://t.co/5IV46WvPMc,male
"@VeniceMase Competive on a nightly basis, lots of minutes for young bucks, and acquire another young asset or extra draft pick.",male
Girl if you don't get the fuck from me,female
@MarziaPie and your hair looks so cute in the new Marzia's Time video _ÙªÎ,female
Tips and Advice on Spy Phone ÛÒ Highster Mobile https://t.co/029fj3OrKc Get any Spyera Pack with a 20% discount.,male
Its always the Rango looking females that wanna fuck with you heavy.,male
Having one of those days where anything and everything is on my mind. Plan of attack is too sleep.,female
@killianishook he was playing with the carnival games i hate him https://t.co/mlwlIeaIMR,male
Tell me when competitive cat cuddling is a thing and I'll jump right into that.,male
Forbes: Informal caregivers may be the largest healthcare work force youÛªve never heard of: https://t.co/fhsFTfEZX0,male
A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.,female
@AndrewTighe42 thought I'd throw it out into the universe. #askingforafriend,female
The Gospel Of Greed: How Sardar Biglari Paid Himself $34 Million Despite Lousy Fund Returns: Documents obtaine... https://t.co/gX367kuTzg,male
